pr_number,title,author,merged_at,commits,comments,copilot_comments,copilot_commits
3499,fix: use runtime allocator for scale_index in QuantizeLinear/DequantizeLinear,Copilot,2026-07-16T13:29:25Z,4,2,1,4
3501,Replace TensorToVector with zero-copy TensorSpan,Copilot,2026-07-16T12:39:40Z,3,2,1,3
3497,ShapeToCount and random API: accept Shape instead of std::vector&lt;int64_t&gt;,Copilot,2026-07-16T12:24:34Z,2,0,0,2
3481,Fix missing allocator in Loop scalar creation and prevent double-free in subgraph contexts,Copilot,2026-07-16T11:46:33Z,4,2,1,4
3491,use allocation in ml,xadupre,2026-07-16T10:52:33Z,1,0,0,0
3489,fix: make DelayedInitializer::LoadBytes use RawBufferAllocator when available,Copilot,2026-07-16T09:38:32Z,3,0,0,3
3483,Use `RandBool` for logical benchmark BOOL inputs,Copilot,2026-07-16T09:36:40Z,2,0,0,2
3470,refactors String,xadupre,2026-07-16T06:39:52Z,5,16,8,4
3476,Reduce Windows CI build time,Copilot,2026-07-16T06:35:53Z,4,4,2,4
3623,"Rename example galleries: core → proto, optimization → core",Copilot,2026-07-21T17:01:54Z,4,4,2,4
3625,Update change logs for 0.1.7,Copilot,2026-07-21T16:09:50Z,3,2,1,3
3619,Add SwiGLU (ai.onnx opset 28) function-op,Copilot,2026-07-21T15:54:03Z,4,2,1,4
3621,Enforce expected value_tag on inputs/outputs/initializers in shape_tag backend tests,Copilot,2026-07-21T15:00:55Z,2,0,0,2
3618,Preserve doc_string on Value in IR pb converter,Copilot,2026-07-21T15:00:43Z,3,0,0,3
3617,Cache clang-tidy CI build with sccache,Copilot,2026-07-21T14:21:09Z,2,0,0,2
3620,Forward TestMode through the collect_test_case Python facade,Copilot,2026-07-21T14:20:59Z,3,0,0,3
3613,move files,xadupre,2026-07-21T12:42:06Z,10,14,7,7
3612,Move onnx_backend_test and onnx_kernels under onnx_extensions,Copilot,2026-07-21T09:12:00Z,5,2,1,5
3608,Move ExecutionPlan into execution_plan.h/.cc,Copilot,2026-07-21T07:56:33Z,4,4,2,4
3610,Fix spelling issues,Copilot,2026-07-21T07:18:08Z,2,0,0,2
3606,Move onnx_gradient Python facade to onnx_core/gradient.py,Copilot,2026-07-21T06:56:07Z,2,0,0,2
3600,backend,xadupre,2026-07-21T06:53:14Z,14,14,7,10
3604,Add peak-memory dispatch registry to onnx_core/shapes,Copilot,2026-07-21T06:49:23Z,4,2,1,4
3602,Move onnx_gradient C++ library under onnx_extensions/onnx_gradient,Copilot,2026-07-21T05:54:58Z,3,2,1,3
3599,refactors gradient,xadupre,2026-07-20T21:17:15Z,2,2,1,1
3598,refactors kernels,xadupre,2026-07-20T21:16:14Z,5,6,3,4
3596,Rename onnx_optim module to onnx_shapes and lib_onnx_optim to lib_onnx_shape,Copilot,2026-07-20T16:16:58Z,4,2,1,4
3591,refactoring,xadupre,2026-07-20T14:27:39Z,16,6,3,3
3593,Run reduced and no-onnx CI preflights in parallel,Copilot,2026-07-20T11:42:41Z,3,2,1,3
3590,Add SaveToFileDescriptor and SerializeToOstream Python API,Copilot,2026-07-20T11:09:42Z,11,8,4,11
3583,typing: skip C++ build for mypy/pyrefly checks,Copilot,2026-07-20T08:49:45Z,3,0,0,3
3581,fix(style): skip C++ build in style CI job,Copilot,2026-07-20T08:29:31Z,3,0,0,3
3575,feat: add intermediate lib_onnx_core between lib_onnx_proto and higher-level libs,Copilot,2026-07-20T08:11:42Z,12,14,7,9
3579,Add cp313/cp314 standard wheel targets to release and weekly builds,Copilot,2026-07-20T08:05:25Z,3,0,0,2
3632,Add WritePeakMemoryToMetadata to shape inference pipeline,Copilot,2026-07-22T08:04:18Z,7,8,4,7
3639,Fix `run_add_node_test` compile break by aligning backend test namespace and `TestCase` API usage,Copilot,2026-07-22T07:49:05Z,4,2,1,2
3641,Sync Python API docs with current public modules,Copilot,2026-07-22T07:27:59Z,2,0,0,2
3637,Improve SVG edge-label readability by reducing text collisions,Copilot,2026-07-22T06:18:57Z,7,0,0,7
3635,Add cc_release test case covering graph initializer in not_used_after metadata,Copilot,2026-07-22T06:18:46Z,3,0,0,3
3633,Add peak-memory annotations algorithm to shape inference pipeline,Copilot,2026-07-22T04:54:17Z,2,0,0,2
3628,Add expected intermediate shapes to big Qwen3 backend model,Copilot,2026-07-22T04:53:03Z,2,0,0,2
3630,chore: bump version to 0.1.8,Copilot,2026-07-22T04:52:33Z,2,0,0,2
3959,improve kernels,xadupre,2026-07-24T09:23:15Z,1,0,0,0
3953,Track memory peak in RawBuffer allocators,Copilot,2026-07-24T08:42:53Z,3,0,0,3
3954,Verify kernel output tensors use the session allocator,xadupre,2026-07-24T08:40:33Z,2,0,0,0
3951,tddm,xadupre,2026-07-24T08:15:51Z,2,2,1,1
3950,refactor scan,xadupre,2026-07-24T07:45:59Z,3,2,1,1
3946,Add allocator-path model-run test for SplitToSequence,Copilot,2026-07-24T07:36:23Z,2,0,0,2
3947,CenterCropPad: use onnx_kernels::Shape for axes attribute,Copilot,2026-07-24T07:36:11Z,2,0,0,2
3945,DelayedInitializer: honor construction allocator in operator() fallback,Copilot,2026-07-24T07:31:01Z,2,0,0,2
3949,Convert RNN kernel scratch buffers to the runtime allocator,Copilot,2026-07-24T07:23:17Z,2,0,0,2
3941,CrossEntropyLoss: validate allocator-backed scratch buffers with BackendRunModel tests,Copilot,2026-07-24T07:14:48Z,3,0,0,3
3940,Use Shape instead of std::vector for out_stride in Einsum,Copilot,2026-07-24T07:08:17Z,2,0,0,2
3942,MaxRoiPool: use Shape for the pooled_shape attribute,Copilot,2026-07-24T06:56:46Z,2,0,0,2
3943,Avoid one allocation in GRU layout=1 initial_h reshape,Copilot,2026-07-24T06:46:34Z,2,0,0,2
3944,LSTM: use runtime allocator for layout=1 scratch buffers,Copilot,2026-07-24T06:36:53Z,3,0,0,3
3939,Route Cast kernel STRING output through the runtime allocator,Copilot,2026-07-24T06:30:02Z,4,0,0,4
3937,GridSample: allocate x_coords scratch via runtime allocator,Copilot,2026-07-24T06:29:51Z,2,0,0,2
3936,NonZero: draw scratch indices buffer from the runtime allocator,Copilot,2026-07-24T06:29:42Z,2,0,0,2
3938,Use fixed-capacity Shape for GatherND idx_outer_strides,Copilot,2026-07-24T06:18:42Z,2,0,0,2
3933,Use ParamFloats for LinearRegressor/LinearClassifier coefficients and intercepts,Copilot,2026-07-24T06:17:37Z,2,0,0,2
3935,Pad: allocate constant_value pattern via allocator-backed buffer,Copilot,2026-07-24T06:10:50Z,3,0,0,3
3934,Use Shape for Resize axes attribute,Copilot,2026-07-24T06:06:48Z,2,0,0,2
3932,Use ParamInts for pool_int64s and ngram_indexes in TfIdfVectorizer,Copilot,2026-07-24T06:06:36Z,2,0,0,2
3931,Use ParamInts for int64 TreeEnsemble node arrays,Copilot,2026-07-24T06:06:26Z,2,0,0,2
3924,Use allocator-backed buffer for Upsample scales,Copilot,2026-07-24T06:06:15Z,3,2,1,3
3930,Resize: use allocator-backed scratch buffers instead of std::vector,Copilot,2026-07-24T05:39:35Z,2,0,0,2
3929,ScatterND: use onnx_kernels::Shape for data_strides,Copilot,2026-07-24T05:39:24Z,2,0,0,2
3928,Slice: draw ReadIntInput scratch from the runtime allocator,Copilot,2026-07-24T05:39:16Z,2,0,0,2
3927,TensorScatter: draw the write_indices scratch buffer from the runtime allocator,Copilot,2026-07-24T05:39:07Z,3,0,0,3
3926,Use onnx_kernels::Shape for prefix_strides in TensorScatter kernel,Copilot,2026-07-24T05:38:59Z,2,0,0,2
3925,Transpose kernel: use Shape for the perm parameter,Copilot,2026-07-24T05:38:50Z,2,0,0,2
3895,Use runtime allocator for per-sample buffers in SoftmaxCrossEntropyLoss kernel,Copilot,2026-07-24T05:02:53Z,2,0,0,2
3894,Use onnx_kernels::Shape for strides in kernel DFT,Copilot,2026-07-24T05:02:43Z,2,0,0,2
3893,Avoid std::vector when defaulting strides/dilations/pads in LpPool kernel,Copilot,2026-07-24T05:02:33Z,2,0,0,2
3892,Use allocator-backed buffer for max_vals in ReduceLogSum,Copilot,2026-07-24T05:02:14Z,2,0,0,2
3891,kernel Upsample: use allocator for scales scratch instead of std::vector,Copilot,2026-07-24T05:02:05Z,2,0,0,2
3890,Use onnx_kernels::Shape for NormalizeAxes in CenterCropPad kernel,Copilot,2026-07-24T05:01:56Z,2,0,0,2
3889,Use runtime allocator for SplitToSequence split sizes,Copilot,2026-07-24T05:01:47Z,3,0,0,3
3888,"Rename ""Operators"" to ""Ops"" on the documentation main page",Copilot,2026-07-23T21:26:22Z,2,0,0,2
3886,Use onnx_kernels::Shape for stride/coord arrays in GatherElements kernel,Copilot,2026-07-23T21:25:49Z,2,0,0,2
3885,Use onnx_kernels::Shape for GatherND data_strides,Copilot,2026-07-23T21:25:40Z,2,0,0,2
3884,GridSample: draw index scratch buffers from runtime allocator,Copilot,2026-07-23T21:25:32Z,2,0,0,2
3883,kernel Resize: use Shape for per-axis in_sizes arrays,Copilot,2026-07-23T21:25:22Z,2,0,0,2
3882,kernel Resize: use allocator-backed buffer for per-axis scales,Copilot,2026-07-23T21:25:14Z,3,0,0,3
3879,use Sequences,xadupre,2026-07-23T17:43:47Z,3,4,2,2
3881,Clean,xadupre,2026-07-23T17:19:19Z,3,0,0,0
3854,use plain parameter classes,xadupre,2026-07-23T17:00:59Z,3,4,2,2
3857,Add optional UMAP-based layout to to_svg,Copilot,2026-07-23T17:00:30Z,4,2,1,4
3868,Use Shape in kernel QuantizeLinear,Copilot,2026-07-23T17:00:22Z,2,0,0,2
3866,Use runtime allocator for MaxUnpool scatter and output buffers,Copilot,2026-07-23T16:36:36Z,2,0,0,2
3870,more,xadupre,2026-07-23T16:35:22Z,1,0,0,0
3856,Use RuntimeContext allocator for Clip kernel output buffer,Copilot,2026-07-23T16:08:34Z,2,0,0,2
3862,kernel Conv: use onnx_kernels::Shape for output spatial dims,Copilot,2026-07-23T15:54:59Z,2,0,0,2
3859,Use Shape for batch_idx in MatMulInteger kernel,Copilot,2026-07-23T15:54:46Z,2,0,0,2
3855,kernel Transpose: use Shape for perm-validation `seen` array,Copilot,2026-07-23T15:54:31Z,2,0,0,2
3851,Use allocator for Adagrad kernel output tensors,Copilot,2026-07-23T15:54:21Z,2,0,0,2
3847,more tensors,xadupre,2026-07-23T15:54:03Z,2,2,1,1
3853,remove unnecessary include <vector>,xadupre,2026-07-23T15:02:18Z,1,0,0,0
3849,Use runtime allocator for Adam kernel output buffers,Copilot,2026-07-23T15:01:45Z,2,0,0,2
3840,Use onnx_kernels::Shape for rank-sized index/stride arrays in kernels,Copilot,2026-07-23T15:01:31Z,3,2,1,3
3846,Remove unused onnx_helper.h include from shape_batchnormalization.cc,Copilot,2026-07-23T14:56:52Z,2,0,0,2
3842,Use fixed-capacity Shape for rank-sized temporaries in Col2Im kernel,Copilot,2026-07-23T14:56:33Z,3,0,0,3
3843,Use an allocator everywhere in kernel::Pow,Copilot,2026-07-23T14:56:22Z,2,0,0,2
3844,Use allocator-backed temporary buffer in kernel::Det,Copilot,2026-07-23T14:56:10Z,2,0,0,2
3834,Ker2,xadupre,2026-07-23T14:46:42Z,7,4,2,2
3841,Use runtime allocator for Multinomial kernel CDF buffer,Copilot,2026-07-23T14:11:16Z,3,0,0,3
3839,Split kernel Attention into dedicated rank-3 and rank-4 implementations,Copilot,2026-07-23T14:10:59Z,2,0,0,2
3838,kernel::Einsum: route per-call scratch buffers through the runtime allocator,Copilot,2026-07-23T14:07:40Z,3,0,0,3
3837,kernel::MelWeightMatrix: route bin_indices scratch buffer through the allocator,Copilot,2026-07-23T14:07:28Z,3,0,0,3
3836,Use runtime allocator for scratch buffers in NegativeLogLikelihoodLoss kernel,Copilot,2026-07-23T14:07:19Z,3,0,0,3
3835,Use fixed-capacity Shape for broadcast index buffer in Pow kernel,Copilot,2026-07-23T14:06:49Z,2,0,0,2
3832,Use runtime allocator for BatchNormalization scratch buffers,Copilot,2026-07-23T13:51:18Z,2,0,0,2
3833,Use Shape for MeanVarianceNormalization kernel axes parameter,Copilot,2026-07-23T13:51:03Z,2,0,0,2
3829,Fix kernel ConvTranspose to use Shape for compute_strides and output shape,Copilot,2026-07-23T13:50:53Z,2,0,0,2
3831,Use Shape instead of std::vector for image_strides in Col2Im kernel,Copilot,2026-07-23T13:50:42Z,2,0,0,2
3825,kernel::LSTM: route scratch buffers and layout-1 tensors through the allocator,Copilot,2026-07-23T12:42:39Z,3,0,0,3
3830,Use onnx_kernels::Shape for out_spatial in ConvInteger kernel,Copilot,2026-07-23T12:41:04Z,2,0,0,2
3828,Use runtime allocator for GRU kernel temporary buffers,Copilot,2026-07-23T12:40:52Z,3,0,0,3
3827,Make BuildBroadcastIndex return a Shape,Copilot,2026-07-23T12:40:10Z,2,0,0,2
3824,refactors,xadupre,2026-07-23T12:38:15Z,4,0,0,0
3826,Use onnx_kernels::Shape for RowMajorStridesLpPool return type,Copilot,2026-07-23T12:17:02Z,2,0,0,2
3823,Use allocator-aware TemporaryTypedBuffer for MatMulInteger zero-points,Copilot,2026-07-23T12:10:25Z,3,0,0,3
3822,Use Shape instead of std::vector for batch_idx in MatMul kernel,Copilot,2026-07-23T12:10:14Z,2,0,0,2
3821,Use runtime allocator for all LinearAttention kernel buffers,Copilot,2026-07-23T12:09:58Z,3,0,0,3
3816,Use onnx_kernels::Shape for spatial_strides in GridSample kernel,Copilot,2026-07-23T11:35:40Z,2,0,0,2
3817,Use runtime allocator for GatherElements indices scratch buffer,Copilot,2026-07-23T11:35:29Z,2,0,0,2
3818,Use Shape instead of std::vector for index buffers in LpPool kernel,Copilot,2026-07-23T11:35:13Z,2,0,0,2
3819,Use runtime allocator for MaxPool indices output tensor,Copilot,2026-07-23T11:35:02Z,2,0,0,2
3820,DequantizeLinear kernel: use allocator for zero-point widening buffer,Copilot,2026-07-23T11:34:51Z,2,0,0,2
3800,"Split test_case.h into test_case.h, io_data.h, expect.h",Copilot,2026-07-23T11:07:11Z,7,10,5,7
3814,Use onnx_kernels::Shape for rank-bounded axes in kernel Resize,Copilot,2026-07-23T10:46:25Z,2,0,0,2
3811,use tensors,xadupre,2026-07-23T10:42:49Z,2,2,1,1
3815,NonZero kernel: write output into the runtime allocator buffer,Copilot,2026-07-23T10:39:19Z,2,0,0,2
3813,ReadScatterElementsIndices should use an allocator,Copilot,2026-07-23T10:39:07Z,2,0,0,2
3812,Make Transpose ResolvePermOrDefault and ComputeStrides take and return Shape,Copilot,2026-07-23T10:34:38Z,2,0,0,2
3805,Allocate ReadTileRepeatsInput scratch buffer from the runtime allocator,Copilot,2026-07-23T10:34:14Z,4,0,0,3
3804,RuntimeSession extracts required inputs during kernel init and validates them in Run,Copilot,2026-07-23T09:54:51Z,3,0,0,3
3809,Make Compress kernel avoid std::vector scratch and honor the runtime allocator,Copilot,2026-07-23T09:54:28Z,4,0,0,4
3808,Use runtime allocator for NonMaxSuppression working buffers,Copilot,2026-07-23T09:54:19Z,3,0,0,3
3802,"Add kDeleteSequence/kDeleteMap ExecuteAction kinds, robust removes and delete logging",Copilot,2026-07-23T09:54:01Z,4,4,2,4
3796,Speed up test_collect_test_case_accepts_mode,Copilot,2026-07-23T09:53:50Z,5,6,3,5
3798,Make ComputeUniqueGroups use the RawBufferAllocator,Copilot,2026-07-23T09:19:49Z,2,0,0,2
3810,Use Shape for rank-sized arrays in ScatterElements kernel,Copilot,2026-07-23T09:19:22Z,3,0,0,3
3807,Use onnx_kernels::Shape for shape/stride locals in conv-family kernels,Copilot,2026-07-23T09:19:02Z,2,0,0,2
3797,Use Shape for axes in Squeeze/Unsqueeze kernel dispatch,Copilot,2026-07-23T08:52:01Z,7,0,0,5
3794,Introduce Tensors alias for kernels producing multiple tensor outputs,Copilot,2026-07-23T08:48:44Z,4,2,1,4
3791,Make MeanVarianceNormalization allocate scratch buffers from the runtime allocator,Copilot,2026-07-23T08:11:42Z,3,0,0,3
3787,Make QLinearConv kernel consistently use Shape,Copilot,2026-07-23T07:47:04Z,2,0,0,2
3790,Make RNN kernel use the runtime allocator for intermediate tensors,Copilot,2026-07-23T07:46:20Z,2,0,0,2
3788,kernel DequantizeLinear: use Shape for rank-sized scratch arrays,Copilot,2026-07-23T07:46:09Z,2,0,0,2
3792,Use fixed-capacity Shape for rank-sized masks in MeanVarianceNormalization,Copilot,2026-07-23T07:45:58Z,2,0,0,2
3786,Use runtime allocator for FlexAttention softmax scratch buffer,Copilot,2026-07-23T07:45:45Z,2,0,0,2
3689,Introduce RuntimeSession to separate kernel initialization from execution,Copilot,2026-07-23T07:36:48Z,7,4,2,7
3783,kernel Slice: use Shape for layout arrays,Copilot,2026-07-23T07:22:12Z,3,0,0,3
3767,Reuse per-sample accumulator in TreeEnsembleClassifier scoring,Copilot,2026-07-23T06:54:25Z,7,6,3,7
3784,Use fixed-capacity Shape for CenterCropPad rank-sized working arrays,Copilot,2026-07-23T06:48:59Z,2,0,0,2
3785,QLinearMatMul: use Shape for batch_idx instead of std::vector,Copilot,2026-07-23T06:48:48Z,2,0,0,2
3779,Use Shape for stride arrays in Expand kernel,Copilot,2026-07-23T06:35:03Z,2,0,0,2
3778,Gather: allocate ReadIndicesAsInt64 scratch via runtime allocator,Copilot,2026-07-23T06:34:49Z,2,0,0,2
3782,Make ResolveAxes return a Shape in shape_resize.cc,Copilot,2026-07-23T06:26:26Z,2,0,0,2
3780,Use Shape instead of std::vector<int64_t> for strides in kernel Compress,Copilot,2026-07-23T06:26:13Z,2,2,1,2
3781,RowMajorStrides should return a Shape,Copilot,2026-07-23T06:26:03Z,3,0,0,3
3769,kernel LinearClassifier: write scores into the allocator-backed output tensor,Copilot,2026-07-23T06:25:47Z,3,2,1,3
3770,Reuse row buffer allocation in TfIdfVectorizer ReadRow,Copilot,2026-07-23T06:12:51Z,3,2,1,3
3777,Refresh design-page linking and shape-inference docs to match current library layout,Copilot,2026-07-23T05:52:23Z,2,0,0,2
3775,GatherND: read INT64 indices directly instead of heap-allocating a vector,Copilot,2026-07-23T05:39:30Z,2,0,0,2
3774,kernel Pad: ReadInt64Vector and ResolveAxes return Shape,Copilot,2026-07-23T05:39:20Z,2,0,0,2
3773,kernel Resize: read scales/sizes into allocator-backed scratch buffers,Copilot,2026-07-23T05:39:10Z,3,0,0,3
3771,Allocate RegexFullMatch output via runtime allocator instead of a temporary vector,Copilot,2026-07-23T05:38:57Z,2,0,0,2
3768,kernel SVMClassifier: allocate decision-score scratch via RuntimeContext allocator,Copilot,2026-07-23T05:38:46Z,3,0,0,3
3692,Use Shape type for stride vectors in kernel Where,Copilot,2026-07-23T05:38:20Z,3,2,1,3
3707,"Clarify why TopK's index buffer is a std::vector, not a Shape",Copilot,2026-07-23T05:38:10Z,3,2,1,3
3737,Use Shape for Squeeze/Unsqueeze axes parameters,Copilot,2026-07-23T05:38:01Z,3,2,1,3
3766,Momentum kernel: allocate output buffers via the KernelContext allocator,Copilot,2026-07-23T05:37:50Z,2,0,0,2
3699,Compute Gemm directly into output buffer instead of memcpy from a temporary vector,Copilot,2026-07-23T04:56:16Z,2,0,0,2
3735,Use fixed-capacity Shape instead of rank-sized std::vector in Reduce* kernels,Copilot,2026-07-23T04:56:05Z,3,0,0,3
3715,Upgrade version to 0.1.9,Copilot,2026-07-23T04:55:55Z,2,0,0,2
3687,Build TreeEnsemble* tree structure in kernel constructors,Copilot,2026-07-23T04:55:38Z,2,0,0,2
3685,Use Shape type for conv/pool kernel spatial attributes,Copilot,2026-07-23T04:55:30Z,2,0,0,2
3681,Cache Einsum contraction plan instead of rebuilding it on every call,Copilot,2026-07-22T22:29:26Z,2,0,0,2
3683,kernel Range: allocate output via RuntimeContext allocator,Copilot,2026-07-22T22:20:19Z,2,0,0,2
3679,Allocate Attention scratch buffers on the runtime allocator,Copilot,2026-07-22T22:20:06Z,4,0,0,4
3676,Extend ComputeContext to orchestrate graph analyses and build the execution plan,Copilot,2026-07-22T21:29:08Z,7,6,3,6
3677,Summarize 0.1.8 changes in the changelog,Copilot,2026-07-22T21:16:23Z,2,0,0,2
3675,Add RuntimeParameters class for controlling graph execution parallelism,Copilot,2026-07-22T20:40:08Z,8,8,4,8
3674,Use inline constexpr const char * for switch-based enum→string helpers,Copilot,2026-07-22T17:34:05Z,2,0,0,2
3662,Embed and verify golden in-place-reuse metadata for the big qwen3 shape-inference case,Copilot,2026-07-22T16:54:25Z,4,2,1,4
3665,Move execution primitives and annotations into onnx_core/compute,Copilot,2026-07-22T16:28:18Z,2,0,0,2
3664,Doci2,xadupre,2026-07-22T15:37:13Z,11,0,0,3
3659,Drive ExecutionPlan release schedule from the action list,Copilot,2026-07-22T15:12:39Z,4,0,0,4
3661,Add ExecuteAction::summary() for human-readable action descriptions,Copilot,2026-07-22T14:48:24Z,2,0,0,2
3655,Doci,xadupre,2026-07-22T14:47:57Z,9,6,3,3
3657,Move ExecuteActionKindName out of header (not inline),Copilot,2026-07-22T14:39:14Z,2,0,0,2
3627,"Refactor ExecutionPlan, introduce ExecuteAction",Copilot,2026-07-22T13:34:07Z,14,14,7,14
3649,Record expected shapes for all qwen3 shape-inference intermediates,Copilot,2026-07-22T12:45:09Z,2,0,0,2
3654,Add per-operator benchmark coverage to the C++ backend test suite,Copilot,2026-07-22T12:44:54Z,3,0,0,3
3651,svg: render edge labels small and without highlight halo,Copilot,2026-07-22T12:03:58Z,2,0,0,2
3647,Move ComputeContext to separate compute_context.h / compute_context.cc,Copilot,2026-07-22T11:58:59Z,3,0,0,3
3645,checker: validate int32_data size for non-packed types (propagate onnx/onnx#8211),Copilot,2026-07-22T09:58:13Z,3,0,0,3
3643,Add Resize opset 18 -> 17 version-converter adapter,Copilot,2026-07-22T09:58:01Z,2,0,0,2
4020,Inline InvokeKernel into RunNode,Copilot,2026-07-27T06:01:19Z,2,0,0,2
4019,Move IsZeroDim to the expressions module,Copilot,2026-07-26T20:13:33Z,2,0,0,2
4018,Fix -Wunused-value warning in attention EXPECT_THROW test,Copilot,2026-07-26T18:11:41Z,2,0,0,2
4017,Enable sccache on Ubuntu CI jobs to match macOS build speed,Copilot,2026-07-26T08:37:57Z,2,2,1,2
4009,Move DimSum to subfolder expressions,Copilot,2026-07-26T08:37:43Z,3,0,0,3
4003,Reorganize `ResultLifetimeInfo` around per-node lifetime entries,Copilot,2026-07-26T08:28:23Z,13,2,1,13
4007,Make `SubgraphSession` a `RuntimeSession` and move default kernel resolution into `RuntimeSession`,Copilot,2026-07-26T07:53:28Z,4,0,0,4
4006,Add ModelProto-to-GraphBuilder import path with local function/subgraph round-trip support,Copilot,2026-07-26T07:52:42Z,2,0,0,2
4004,Route RuntimeContext verbose node progress through Logger instead of direct stdout,Copilot,2026-07-26T07:49:57Z,8,0,0,8
3981,Add opt-in check_shapes flag to RuntimeSession to validate concrete vs symbolic shapes,Copilot,2026-07-26T05:46:21Z,10,12,6,10
3958,Add incremental GraphBuilder in onnx_core/builder with Python bindings,Copilot,2026-07-26T05:45:56Z,19,28,14,18
3988,Make InvokeKernel a RuntimeContext method that logs a RuntimeEvent directly,Copilot,2026-07-26T05:45:23Z,5,6,3,5
4002,Skip float→UINT16 cast ORT parity checks on macOS (arm64 saturation divergence),Copilot,2026-07-25T20:56:07Z,3,2,1,3
3997,Speed up ComputeContext memory profiling to fix long Ubuntu tests,Copilot,2026-07-25T16:50:54Z,3,3,0,3
3999,Use RepeatedField instead of std::vector in ReadMetadataValueFromProps,Copilot,2026-07-25T16:48:23Z,2,0,0,2
3984,RuntimeSession::Run: exhaustively handle every ExecuteActionKind and log actions when verbose,Copilot,2026-07-25T16:23:02Z,6,4,2,6
3986,Expose verbose parameter in RuntimeSession constructor,Copilot,2026-07-25T16:22:19Z,4,2,1,4
3979,Add Device to Kernel and PeakMemoryFunction registration identifiers,Copilot,2026-07-25T16:20:00Z,4,2,1,4
3978,"Show all top-level nav links instead of collapsing them into a ""More"" dropdown",Copilot,2026-07-25T16:14:04Z,5,6,2,4
3994,Fix ORT backend tests broken on onnxruntime 1.28 by probing loadable opset,Copilot,2026-07-25T10:14:46Z,6,2,1,6
3964,Remove ResolvedKernel type; add UnaryKernel/BinaryKernel wrapper classes,Copilot,2026-07-25T05:59:15Z,9,10,5,9
3966,Enable disabled or skipped C++ tests that now pass,Copilot,2026-07-24T17:29:36Z,3,2,1,3
3974,Docs: clarify that onnx_core provides mechanisms while extensions register schemas/kernels/shape inference,Copilot,2026-07-24T16:40:38Z,3,0,0,3
3976,Document lib_onnx_core in prebuilt C++ linking guide,Copilot,2026-07-24T16:35:06Z,2,0,0,2
3960,Add C++ test running every backend model case through RuntimeSession,Copilot,2026-07-24T16:06:18Z,7,6,3,7
3969,"TensorFromProto: use Shape, borrow name, and support allocator-backed byte buffers",Copilot,2026-07-24T15:41:44Z,2,0,0,2
3970,fix,xadupre,2026-07-24T15:17:24Z,1,0,0,0
3967,Ver2,xadupre,2026-07-24T15:11:58Z,6,2,1,2
3962,RuntimeSession: default-construct an empty ExecutionPlan when none is supplied,Copilot,2026-07-24T13:36:33Z,5,2,1,5
3963,add function to verify a proto,xadupre,2026-07-24T13:06:25Z,1,0,0,0
3957,Add allocator memory logging to the RuntimeSession event log,Copilot,2026-07-24T12:26:46Z,2,0,0,2
3956,SimpleRawBufferAllocator: move member definitions out of the header,Copilot,2026-07-24T11:47:42Z,2,0,0,2
4049,Use RepeatedProtoField<TypeProto> across shape-inference and schema APIs,Copilot,2026-07-29T08:18:02Z,11,20,9,11
4057,Summarize 0.1.9 changes in the changelog,Copilot,2026-07-28T12:29:18Z,2,0,0,2
4055,Add Python unit tests for GraphBuilder,Copilot,2026-07-28T12:09:31Z,2,0,0,2
4053,Use RepeatedProtoField for GraphBuilder node attributes,Copilot,2026-07-28T10:52:45Z,3,0,0,3
4051,Use RepeatedProtoField for OperatorSetIdProto in BuildFunctionProto,Copilot,2026-07-28T10:12:02Z,2,0,0,2
4048,Use RepeatedProtoField for GraphBuilder inputs/outputs/initializers,Copilot,2026-07-28T09:34:54Z,2,0,0,2
4043,Use RepeatedProtoField for NodeProto repeated message fields,Copilot,2026-07-28T08:36:04Z,9,14,7,9
4044,Migrate remaining repeated proto-message fields to RepeatedProtoField,Copilot,2026-07-28T08:32:02Z,4,4,2,4
4045,Remove duplicate ComputeReleasableInputs implementation,Copilot,2026-07-28T06:37:34Z,2,0,0,2
4046,Inline ResolveNodeKernel in RunNode,Copilot,2026-07-28T06:36:41Z,2,0,0,2
4047,Move InferNodesTags from compute_context to value_tags,Copilot,2026-07-28T06:35:58Z,2,0,0,2
4011,Replace vector<NodeProto> with RepeatedProtoField<NodeProto>,Copilot,2026-07-27T12:59:36Z,11,17,7,10
4034,Rename _onnxpyoptim extension module to _onnxpycore,Copilot,2026-07-27T11:35:56Z,2,0,0,2
4005,Move runtime session/context configuration to constructor options,Copilot,2026-07-27T10:50:20Z,19,21,9,19
4023,Add GraphBuilder round-trip tests over all backend test cases (C++ and Python),Copilot,2026-07-27T09:42:29Z,4,6,3,4
4025,Update CI to latest GitHub Actions versions,Copilot,2026-07-27T09:27:55Z,4,4,2,4
4031,ci: enable ASan container-overflow detection (onnx/onnx#8213),Copilot,2026-07-27T09:27:43Z,3,2,1,3
4033,Add Pad shape-inference test for Constant value_ints,Copilot,2026-07-27T09:23:41Z,4,2,1,4
4030,Propagate SwiGLU float16/bfloat16 support from onnx#8202,Copilot,2026-07-27T08:50:24Z,2,0,0,2
4157,Ort4,xadupre,2026-08-02T16:03:30Z,8,2,1,1
4156,Bump timeout for the uncacheable Windows x86 build in ci_core,Copilot,2026-08-01T21:06:42Z,3,4,2,3
4154,fix a missing name,xadupre,2026-08-01T10:36:42Z,2,2,1,1
